,Uniprot ID,Organism,Taxonomy-ID,Gene Name,HGNC number,Gene synonym,Recommended Name,Short Names,Alternative Names,OMIM,Catalytic: Reaction,Catalytic: Rhea,Catalytic: EC,Brenda,Reactome ID,CAZy,GeneID
28,Q9Y6A1,Homo sapiens,9606,POMT1,HGNC:9202;,,Protein O-mannosyl-transferase 1,,Dolichyl-phosphate-mannose--protein mannosyltransferase 1;,236670;607423;609308;613155;,a dolichyl beta-D-mannosyl phosphate + L-seryl-[protein] = 3-O-(alpha-D-mannosyl)-L-seryl-[protein] + a dolichyl phosphate + H(+);a dolichyl beta-D-mannosyl phosphate + L-threonyl-[protein] = 3-O-(alpha-D-mannosyl)-L-threonyl-[protein] + a dolichyl phosphate + H(+);,RHEA:17377;RHEA-COMP:9517;RHEA-COMP:9527;RHEA-COMP:9863;RHEA-COMP:13546;RHEA:53396;RHEA-COMP:9517;RHEA-COMP:9527;RHEA-COMP:11060;RHEA-COMP:13547;,2.4.1.109;2.4.1.109;,2.4.1.109;,R-HSA-5083629;R-HSA-5083633;R-HSA-5173105;,GT39;,10585;
29,Q9UKY4,Homo sapiens,9606,POMT2,HGNC:19743;,,Protein O-mannosyl-transferase 2,,Dolichyl-phosphate-mannose--protein mannosyltransferase 2;,607439;613150;613156;613158;,a dolichyl beta-D-mannosyl phosphate + L-seryl-[protein] = 3-O-(alpha-D-mannosyl)-L-seryl-[protein] + a dolichyl phosphate + H(+);a dolichyl beta-D-mannosyl phosphate + L-threonyl-[protein] = 3-O-(alpha-D-mannosyl)-L-threonyl-[protein] + a dolichyl phosphate + H(+);,RHEA:17377;RHEA-COMP:9517;RHEA-COMP:9527;RHEA-COMP:9863;RHEA-COMP:13546;RHEA:53396;RHEA-COMP:9517;RHEA-COMP:9527;RHEA-COMP:11060;RHEA-COMP:13547;,2.4.1.109;2.4.1.109;,2.4.1.109;,R-HSA-5083629;R-HSA-5083633;R-HSA-5173105;,GT39;,29954;
30,Q3V5L5,Homo sapiens,9606,MGAT5B,HGNC:24140;,KIAA2008,"Alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase B",,"Alpha-mannoside beta-1,6-N-acetylglucosaminyltransferase B;GlcNAc-T Vb;Mannoside acetylglucosaminyltransferase 5B;N-acetylglucosaminyl-transferase Vb;N-acetylglucosaminyltransferase IX;",612441;,N(4)-{beta-D-GlcNAc-(1->2)-[beta-D-GlcNAc-(1->4)]-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc}-L-asparaginyl-[protein] + UDP-N-acetyl-alpha-D-glucosamine = H(+) + N(4)-{beta-D-GlcNAc-(1->2)-[beta-D-GlcNAc-(1->4)]-alpha-D-Man-(1->3)-[beta-D-GlcNAc-(1->2)-[beta-D-GlcNAc-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc}-L-asparaginyl-[protein] + UDP;3-O-[N-acetyl-beta-D-glucosaminyl-(1->2)-alpha-D-mannosyl]-L-seryl-[protein] + UDP-N-acetyl-alpha-D-glucosamine = H(+) + O(3)-{N-acetyl-beta-D-glucosaminyl-(1->2)-[N-acetyl-beta-D-glucosaminyl-(1->6)]-alpha-D-mannosyl}-L-seryl-[protein] + UDP;3-O-[N-acetyl-beta-D-glucosaminyl-(1->2)-alpha-D-mannosyl]-L-threonyl-[protein] + UDP-N-acetyl-alpha-D-glucosamine = H(+) + O(3)-{N-acetyl-beta-D-glucosaminyl-(1->2)-[N-acetyl-beta-D-glucosaminyl-(1->6)]-alpha-D-mannosyl}-L-threonyl-[protein] + UDP;,RHEA:16921;RHEA-COMP:14374;RHEA-COMP:14377;RHEA:56252;RHEA-COMP:14438;RHEA-COMP:14440;RHEA:56256;RHEA-COMP:14439;RHEA-COMP:14441;,2.4.1.155;,,,GT18;,146664;
31,Q8WZA1,Homo sapiens,9606,POMGNT1,HGNC:19139;,MGAT1.2,"Protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1",POMGnT1;,"UDP-GlcNAc:alpha-D-mannoside beta-1,2-N-acetylglucosaminyltransferase I.2;",253280;606822;613151;613157;617123;,3-O-(alpha-D-mannosyl)-L-threonyl-[protein] + UDP-N-acetyl-alpha-D-glucosamine = 3-O-(N-acetyl-beta-D-glucosaminyl-(1->2)-alpha-D-mannosyl)-L-threonyl-[protein] + H(+) + UDP;,RHEA:54128;RHEA-COMP:13547;RHEA-COMP:13802;,,2.4.1.312;,R-HSA-5083628;R-HSA-5173105;,GT13;,55624;
32,Q8NCR0,Homo sapiens,9606,B3GALNT2,HGNC:28596;,,"UDP-GalNAc:beta-1,3-N-acetylgalactosaminyltransferase 2","Beta-1,3-GalNAc-T2;","Beta-1,3-N-acetylgalactosaminyltransferase II;",610194;615181;,3-O-(N-acetyl-beta-D-glucosaminyl-(1->4)-alpha-D-mannosyl)-L-threonyl-[protein] + UDP-N-acetyl-alpha-D-galactosamine = 3-O-[beta-D-GalNAc-(1->3)-beta-D-GlcNAc-(1->4)-alpha-D-Man]-L-Thr-[protein] + H(+) + UDP;,RHEA:37667;RHEA-COMP:13308;RHEA-COMP:13618;,2.4.1.313;,2.4.1.313;,R-HSA-5173105;,GT31;,148789;
33,O15294,Homo sapiens,9606,OGT,HGNC:8127;,,UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit,,O-GlcNAc transferase subunit p110;O-linked N-acetylglucosamine transferase 110 kDa subunit;,300255;300997;,L-seryl-[protein] + UDP-N-acetyl-alpha-D-glucosamine = 3-O-(N-acetyl-beta-D-glucosaminyl)-L-seryl-[protein] + H(+) + UDP;L-threonyl-[protein] + UDP-N-acetyl-alpha-D-glucosamine = 3-O-(N-acetyl-beta-D-glucosaminyl)-L-threonyl-[protein] + H(+) + UDP;,RHEA:48904;RHEA-COMP:9863;RHEA-COMP:12251;RHEA:48908;RHEA-COMP:11060;RHEA-COMP:12252;,2.4.1.255;2.4.1.255;,2.4.1.255;,R-HSA-3214847;R-HSA-5213460;R-HSA-5675482;R-HSA-5689603;,GT41;,8473;
34,O60502,Homo sapiens,9606,OGA,HGNC:7056;,HEXC,Protein O-GlcNAcase,OGA;,Beta-N-acetylglucosaminidase;Beta-N-acetylhexosaminidase;Beta-hexosaminidase;Meningioma-expressed antigen 5;N-acetyl-beta-D-glucosaminidase;N-acetyl-beta-glucosaminidase;Nuclear cytoplasmic O-GlcNAcase and acetyltransferase;,604039;,3-O-(N-acetyl-beta-D-glucosaminyl)-L-seryl-[protein] + H2O = L-seryl-[protein] + N-acetyl-D-glucosamine;3-O-(N-acetyl-beta-D-glucosaminyl)-L-threonyl-[protein] + H2O = L-threonyl-[protein] + N-acetyl-D-glucosamine;,RHEA:48876;RHEA-COMP:9863;RHEA-COMP:12251;RHEA:48892;RHEA-COMP:11060;RHEA-COMP:12252;,3.2.1.169;3.2.1.169;,3.2.1.169;3.2.1.35;,,GH84;,10724;
35,Q8NBL1,Homo sapiens,9606,POGLUT1,HGNC:22954;,C3orf9,Protein O-glucosyltransferase 1,,CAP10-like 46 kDa protein;KTEL motif-containing protein 1;Myelodysplastic syndromes relative protein;O-glucosyltransferase Rumi homolog;Protein O-xylosyltransferase POGLUT1;,615618;615696;617232;,L-seryl-[EGF-like domain protein] + UDP-alpha-D-xylose = 3-O-(beta-D-xylosyl)-L-seryl-[EGF-like domain protein] + H(+) + UDP;L-seryl-[EGF-like domain protein] + UDP-alpha-D-glucose = 3-O-(beta-D-glucosyl)-L-seryl-[EGF-like domain protein] + H(+) + UDP;,RHEA:62016;RHEA-COMP:16010;RHEA-COMP:16011;RHEA:58116;RHEA-COMP:14610;RHEA-COMP:16010;,2.4.2.63;2.4.1.376;,2.4.1.376;2.4.2.63;,R-HSA-1912399;,GT90;,56983;
36,Q6UW63,Homo sapiens,9606,POGLUT2,HGNC:19350;,EP58,Protein O-glucosyltransferase 2,,Endoplasmic reticulum resident protein 58;KDEL motif-containing protein 1;Protein O-xylosyltransferase POGLUT2;,611613;,L-seryl-[EGF-like domain protein] + UDP-alpha-D-glucose = 3-O-(beta-D-glucosyl)-L-seryl-[EGF-like domain protein] + H(+) + UDP;L-seryl-[EGF-like domain protein] + UDP-alpha-D-xylose = 3-O-(beta-D-xylosyl)-L-seryl-[EGF-like domain protein] + H(+) + UDP;,RHEA:58116;RHEA-COMP:14610;RHEA-COMP:16010;RHEA:62016;RHEA-COMP:16010;RHEA-COMP:16011;,,,,GT90;,79070;
37,Q7Z4H8,Homo sapiens,9606,POGLUT3,HGNC:28496;,KDELC2,Protein O-glucosyltransferase 3,,KDEL motif-containing protein 2;Protein O-xylosyltransferase POGLUT3;,618503;,L-seryl-[EGF-like domain protein] + UDP-alpha-D-glucose = 3-O-(beta-D-glucosyl)-L-seryl-[EGF-like domain protein] + H(+) + UDP;L-seryl-[EGF-like domain protein] + UDP-alpha-D-xylose = 3-O-(beta-D-xylosyl)-L-seryl-[EGF-like domain protein] + H(+) + UDP;,RHEA:58116;RHEA-COMP:14610;RHEA-COMP:16010;RHEA:62016;RHEA-COMP:16010;RHEA-COMP:16011;,,,,,143888;
38,Q4G148,Homo sapiens,9606,GXYLT1,HGNC:27482;,GLT8D3,Glucoside xylosyltransferase 1,,Glycosyltransferase 8 domain-containing protein 3;,613321;,3-O-(beta-D-glucosyl)-L-seryl-[EGF-like domain protein] + UDP-alpha-D-xylose = 3-O-[alpha-D-xylosyl-(1->3)-beta-D-glucosyl]-L-seryl-[EGF-like domain protein] + H(+) + UDP;,RHEA:56064;RHEA-COMP:14610;RHEA-COMP:14611;,2.4.2.42;,,,GT8;,283464;
39,A0PJZ3,Homo sapiens,9606,GXYLT2,HGNC:33383;,GLT8D4,Glucoside xylosyltransferase 2,,Glycosyltransferase 8 domain-containing protein 4;,613322;,3-O-(beta-D-glucosyl)-L-seryl-[EGF-like domain protein] + UDP-alpha-D-xylose = 3-O-[alpha-D-xylosyl-(1->3)-beta-D-glucosyl]-L-seryl-[EGF-like domain protein] + H(+) + UDP;,RHEA:56064;RHEA-COMP:14610;RHEA-COMP:14611;,2.4.2.42;,,,GT8;,727936;
40,Q8NBI6,Homo sapiens,9606,XXYLT1,HGNC:26639;,C3orf21,Xyloside xylosyltransferase 1,,"UDP-xylose:alpha-xyloside alpha-1,3-xylosyltransferase;",614552;,3-O-[alpha-D-xylosyl-(1->3)-beta-D-glucosyl]-L-seryl-[EGF-like domain protein] + UDP-alpha-D-xylose = 3-O-[alpha-D-xylosyl-(1->3)-alpha-D-xylosyl-(1->3)-beta-D-glucosyl]-L-seryl-[EGF-like domain protein] + H(+) + UDP;,RHEA:22820;RHEA-COMP:14611;RHEA-COMP:14619;,2.4.2.62;,2.4.2.62;,,GT8;,152002;
41,Q8NCG5,Homo sapiens,9606,CHST4,HGNC:1972;,,Carbohydrate sulfotransferase 4,,Galactose/N-acetylglucosamine/N-acetylglucosamine 6-O-sulfotransferase 3;High endothelial cells N-acetylglucosamine 6-O-sulfotransferase;L-selectin ligand sulfotransferase;N-acetylglucosamine 6-O-sulfotransferase 2;,,"3'-phosphoadenylyl sulfate + 3-O-{N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->3)-N-acetyl-alpha-D-galactosaminyl}-L-threonyl-[protein] = 3-O-{6-O-sulfo-N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->3)-N-acetyl-alpha-D-galactosaminyl}-L-threonyl-[protein] + adenosine 3',5'-bisphosphate + H(+);3'-phosphoadenylyl sulfate + 3-O-{N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->3)-N-acetyl-alpha-D-galactosaminyl}-L-seryl-[protein] = 3-O-{6-O-sulfo-N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->3)-N-acetyl-alpha-D-galactosaminyl}-L-seryl-[protein] + adenosine 3',5'-bisphosphate + H(+);3'-phosphoadenylyl sulfate + 3-O-{beta-D-galactosyl-(1->3)-[N-acetyl-beta-D-glucosaminyl-(1->6)]-N-acetyl-alpha-D-galactosaminyl}-L-threonyl-[protein] = 3-O-{beta-D-galactosyl-(1->3)-[6-O-sulfo-N-acetyl-beta-D-glucosaminyl-(1->6)]-N-acetyl-alpha-D-galactosaminyl}-L-threonyl-[protein] + adenosine 3',5'-bisphosphate + H(+);3'-phosphoadenylyl sulfate + 3-O-{beta-D-galactosyl-(1->3)-[N-acetyl-beta-D-glucosaminyl-(1->6)]-N-acetyl-alpha-D-galactosaminyl}-L-seryl-[protein] = 3-O-{beta-D-galactosyl-(1->3)-[6-O-sulfo-N-acetyl-beta-D-glucosaminyl-(1->6)]-N-acetyl-alpha-D-galactosaminyl}-L-seryl-[protein] + adenosine 3',5'-bisphosphate + H(+);",RHEA:67856;RHEA-COMP:17368;RHEA-COMP:17369;RHEA:67860;RHEA-COMP:17365;RHEA-COMP:17366;RHEA:67864;RHEA-COMP:14420;RHEA-COMP:17370;RHEA:67868;RHEA-COMP:14419;RHEA-COMP:17367;,,,R-HSA-913709;,,10164;
42,Q9NS00,Homo sapiens,9606,C1GALT1,HGNC:24337;,,Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1,,"B3Gal-T8;Core 1 O-glycan T-synthase;Core 1 UDP-galactose:N-acetylgalactosamine-alpha-R beta 1,3-galactosyltransferase 1;Core 1 beta1,3-galactosyltransferase 1;",610555;,an N-acetyl-alpha-D-galactosaminyl derivative + UDP-alpha-D-galactose = a beta-D-galactosyl-(1->3)-N-acetyl-alpha-D-galactosaminyl derivative + H(+) + UDP;,RHEA:15621;,2.4.1.122;,2.4.1.122;,R-HSA-5083632;R-HSA-913709;,GT31;,56913;
43,O95395,Homo sapiens,9606,GCNT3,HGNC:4205;,,"Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 3",,"C2GnT-mucin type;Core 2/core 4 beta-1,6-N-acetylglucosaminyltransferase;",606836;,O(3)-[beta-D-galactosyl-(1->3)-N-acetyl-alpha-D-galactosaminyl]-L-seryl-[protein] + UDP-N-acetyl-alpha-D-glucosamine = 3-O-{beta-D-galactosyl-(1->3)-[N-acetyl-beta-D-glucosaminyl-(1->6)]-N-acetyl-alpha-D-galactosaminyl}-L-seryl-[protein] + H(+) + UDP;O(3)-[beta-D-galactosyl-(1->3)-N-acetyl-alpha-D-galactosaminyl]-L-threonyl-[protein] + UDP-N-acetyl-alpha-D-glucosamine = 3-O-{beta-D-galactosyl-(1->3)-[N-acetyl-beta-D-glucosaminyl-(1->6)]-N-acetyl-alpha-D-galactosaminyl}-L-threonyl-[protein] + H(+) + UDP;a beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-beta-D-GlcNAc derivative + UDP-N-acetyl-alpha-D-glucosamine = a beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-[beta-D-GlcNAc-(1->6)]-beta-D-Gal-(1->4)-N-acetyl-beta-D-glucosaminyl derivative + H(+) + UDP;3-O-[N-acetyl-beta-D-glucosaminyl-(1->3)-N-acetyl-alpha-D-galactosaminyl]-L-seryl-[protein] + UDP-N-acetyl-alpha-D-glucosamine = 3-O-[N-acetyl-beta-D-glucosaminyl-(1->3)-[N-acetyl-beta-D-glucosaminyl-(1->6)]-N-acetyl-alpha-D-galactosaminyl]-L-seryl-[protein] + H(+) + UDP;3-O-[N-acetyl-beta-D-glucosaminyl-(1->3)-N-acetyl-alpha-D-galactosaminyl]-L-threonyl-[protein] + UDP-N-acetyl-alpha-D-glucosamine = 3-O-[N-acetyl-beta-D-glucosaminyl-(1->3)-[N-acetyl-beta-D-glucosaminyl-(1->6)]-N-acetyl-alpha-D-galactosaminyl]-L-threonyl-[protein] + H(+) + UDP;,RHEA:56212;RHEA-COMP:13922;RHEA-COMP:14419;RHEA:56216;RHEA-COMP:13923;RHEA-COMP:14420;RHEA:54820;RHEA:56188;RHEA-COMP:11691;RHEA-COMP:14412;RHEA:56192;RHEA-COMP:11692;RHEA-COMP:14413;,2.4.1.102;2.4.1.102;2.4.1.150;2.4.1.148;2.4.1.148;,2.4.1.102;2.4.1.150;,R-HSA-913709;,GT14;,9245;
44,Q6ZMB0,Homo sapiens,9606,B3GNT6,HGNC:24141;,,"Acetylgalactosaminyl-O-glycosyl-glycoprotein beta-1,3-N-acetylglucosaminyltransferase",,"Core 3 synthase;UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6;",615315;,3-O-[N-acetyl-alpha-D-galactosaminyl]-L-threonyl-[protein] + UDP-N-acetyl-alpha-D-glucosamine = 3-O-[N-acetyl-beta-D-glucosaminyl-(1->3)-N-acetyl-alpha-D-galactosaminyl]-L-threonyl-[protein] + H(+) + UDP;3-O-[N-acetyl-alpha-D-galactosaminyl]-L-seryl-[protein] + UDP-N-acetyl-alpha-D-glucosamine = 3-O-[N-acetyl-beta-D-glucosaminyl-(1->3)-N-acetyl-alpha-D-galactosaminyl]-L-seryl-[protein] + H(+) + UDP;,RHEA:46880;RHEA-COMP:11689;RHEA-COMP:11692;RHEA:46884;RHEA-COMP:11691;RHEA-COMP:12788;,2.4.1.147;2.4.1.147;,2.4.1.147;,R-HSA-913709;,GT31;,192134;
45,Q9UNA3,Homo sapiens,9606,A4GNT,HGNC:17968;,,"Alpha-1,4-N-acetylglucosaminyltransferase",Alpha4GnT;,,,,,,,R-HSA-913709;,GT32;,51146;
46,Q02742,Homo sapiens,9606,GCNT1,HGNC:4203;,NACGT2,"Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase",,"Core 2 beta-1,6-N-acetylglucosaminyltransferase;Core 2-branching enzyme;Core2-GlcNAc-transferase;Leukocyte type core 2 beta-1,6-N-acetylglucosaminyltransferase;",600391;,O(3)-[beta-D-galactosyl-(1->3)-N-acetyl-alpha-D-galactosaminyl]-L-seryl-[protein] + UDP-N-acetyl-alpha-D-glucosamine = 3-O-{beta-D-galactosyl-(1->3)-[N-acetyl-beta-D-glucosaminyl-(1->6)]-N-acetyl-alpha-D-galactosaminyl}-L-seryl-[protein] + H(+) + UDP;O(3)-[beta-D-galactosyl-(1->3)-N-acetyl-alpha-D-galactosaminyl]-L-threonyl-[protein] + UDP-N-acetyl-alpha-D-glucosamine = 3-O-{beta-D-galactosyl-(1->3)-[N-acetyl-beta-D-glucosaminyl-(1->6)]-N-acetyl-alpha-D-galactosaminyl}-L-threonyl-[protein] + H(+) + UDP;globoside GalGb4Cer + UDP-N-acetyl-alpha-D-glucosamine = globoside GlcNAc-(beta1->6)-GalGb4Cer + H(+) + UDP;ganglioside GA1 + UDP-N-acetyl-alpha-D-glucosamine = ganglioside beta-DGlcNAc-(1->6)-GA1 + H(+) + UDP;,RHEA:56212;RHEA-COMP:13922;RHEA-COMP:14419;RHEA:56216;RHEA-COMP:13923;RHEA-COMP:14420;RHEA:56900;RHEA:69691;,2.4.1.102;2.4.1.102;,2.4.1.102;,R-HSA-913709;,GT14;,2650;
47,Q9P109,Homo sapiens,9606,GCNT4,HGNC:17973;,,"Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 4",,Core 2-branching enzyme 3;Core2-GlcNAc-transferase 3;,,O(3)-[beta-D-galactosyl-(1->3)-N-acetyl-alpha-D-galactosaminyl]-L-seryl-[protein] + UDP-N-acetyl-alpha-D-glucosamine = 3-O-{beta-D-galactosyl-(1->3)-[N-acetyl-beta-D-glucosaminyl-(1->6)]-N-acetyl-alpha-D-galactosaminyl}-L-seryl-[protein] + H(+) + UDP;O(3)-[beta-D-galactosyl-(1->3)-N-acetyl-alpha-D-galactosaminyl]-L-threonyl-[protein] + UDP-N-acetyl-alpha-D-glucosamine = 3-O-{beta-D-galactosyl-(1->3)-[N-acetyl-beta-D-glucosaminyl-(1->6)]-N-acetyl-alpha-D-galactosaminyl}-L-threonyl-[protein] + H(+) + UDP;,RHEA:56212;RHEA-COMP:13922;RHEA-COMP:14419;RHEA:56216;RHEA-COMP:13923;RHEA-COMP:14420;,2.4.1.102;2.4.1.102;,2.4.1.102;,R-HSA-913709;,GT14;,
48,Q9Y2A9,Homo sapiens,9606,B3GNT3,HGNC:13528;,B3GALT8,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 3",,"Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,3-N-acetylglucosaminyltransferase;Beta-1,3-galactosyltransferase 8;Beta-3-Gx-T8;Core 1 extending beta-1,3-N-acetylglucosaminyltransferase;Core1-beta3GlcNAcT;Transmembrane protein 3;UDP-Gal:beta-GlcNAc beta-1,3-galactosyltransferase 8;UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3;UDP-galactose:beta-N-acetylglucosamine beta-1,3-galactosyltransferase 8;",605863;,3-O-{beta-D-galactosyl-(1->3)-[N-acetyl-beta-D-glucosaminyl-(1->6)]-N-acetyl-alpha-D-galactosaminyl}-L-threonyl-[protein] + UDP-N-acetyl-alpha-D-glucosamine = 3-O-{beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->3)-[beta-D-GlcNAc-(1->6)]-alpha-D-GalNAc}-L-threonyl-[protein] + H(+) + UDP;3-O-{beta-D-galactosyl-(1->3)-[N-acetyl-beta-D-glucosaminyl-(1->6)]-N-acetyl-alpha-D-galactosaminyl}-L-seryl-[protein] + UDP-N-acetyl-alpha-D-glucosamine = 3-O-{beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->3)-[beta-D-GlcNAc-(1->6)]-alpha-D-GalNAc}-L-seryl-[protein] + H(+) + UDP;a beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl derivative + UDP-N-acetyl-alpha-D-glucosamine = an N-acetyl-beta-D-glucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-N-acetyl-beta-D-glucosaminyl derivative + H(+) + UDP;,RHEA:56224;RHEA-COMP:14420;RHEA-COMP:14422;RHEA:56220;RHEA-COMP:14419;RHEA-COMP:14421;RHEA:14389;,2.4.1.146;2.4.1.146;2.4.1.149;,2.4.1.146;2.4.1.149;2.4.99.6;,R-HSA-2022854;R-HSA-913709;,GT31;,10331;
49,Q10472,Homo sapiens,9606,GALNT1,HGNC:4123;,,Polypeptide N-acetylgalactosaminyltransferase 1,,Polypeptide GalNAc transferase 1;Protein-UDP acetylgalactosaminyltransferase 1;UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 1;,602273;,L-seryl-[protein] + UDP-N-acetyl-alpha-D-galactosamine = 3-O-[N-acetyl-alpha-D-galactosaminyl]-L-seryl-[protein] + H(+) + UDP;L-threonyl-[protein] + UDP-N-acetyl-alpha-D-galactosamine = 3-O-[N-acetyl-alpha-D-galactosaminyl]-L-threonyl-[protein] + H(+) + UDP;,RHEA:23956;RHEA-COMP:9863;RHEA-COMP:12788;RHEA:52424;RHEA-COMP:11060;RHEA-COMP:11689;,2.4.1.41;2.4.1.41;,2.4.1.41;,R-HSA-6811436;R-HSA-913709;R-HSA-9683673;R-HSA-9694719;,CBM13;GT27;,2589;
50,Q86SR1,Homo sapiens,9606,GALNT10,HGNC:19873;,,Polypeptide N-acetylgalactosaminyltransferase 10,,Polypeptide GalNAc transferase 10;Protein-UDP acetylgalactosaminyltransferase 10;UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 10;,608043;,L-seryl-[protein] + UDP-N-acetyl-alpha-D-galactosamine = 3-O-[N-acetyl-alpha-D-galactosaminyl]-L-seryl-[protein] + H(+) + UDP;L-threonyl-[protein] + UDP-N-acetyl-alpha-D-galactosamine = 3-O-[N-acetyl-alpha-D-galactosaminyl]-L-threonyl-[protein] + H(+) + UDP;,RHEA:23956;RHEA-COMP:9863;RHEA-COMP:12788;RHEA:52424;RHEA-COMP:11060;RHEA-COMP:11689;,2.4.1.41;2.4.1.41;,,R-HSA-913709;,CBM13;GT27;,55568;
51,Q8NCW6,Homo sapiens,9606,GALNT11,HGNC:19875;,,Polypeptide N-acetylgalactosaminyltransferase 11,,Polypeptide GalNAc transferase 11;Protein-UDP acetylgalactosaminyltransferase 11;UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 11;,615130;,L-seryl-[protein] + UDP-N-acetyl-alpha-D-galactosamine = 3-O-[N-acetyl-alpha-D-galactosaminyl]-L-seryl-[protein] + H(+) + UDP;L-threonyl-[protein] + UDP-N-acetyl-alpha-D-galactosamine = 3-O-[N-acetyl-alpha-D-galactosaminyl]-L-threonyl-[protein] + H(+) + UDP;,RHEA:23956;RHEA-COMP:9863;RHEA-COMP:12788;RHEA:52424;RHEA-COMP:11060;RHEA-COMP:11689;,2.4.1.41;2.4.1.41;,2.4.1.41;,R-HSA-913709;,CBM13;GT27;,63917;
52,Q8IXK2,Homo sapiens,9606,GALNT12,HGNC:19877;,,Polypeptide N-acetylgalactosaminyltransferase 12,,Polypeptide GalNAc transferase 12;Protein-UDP acetylgalactosaminyltransferase 12;UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 12;,608812;610290;,L-seryl-[protein] + UDP-N-acetyl-alpha-D-galactosamine = 3-O-[N-acetyl-alpha-D-galactosaminyl]-L-seryl-[protein] + H(+) + UDP;L-threonyl-[protein] + UDP-N-acetyl-alpha-D-galactosamine = 3-O-[N-acetyl-alpha-D-galactosaminyl]-L-threonyl-[protein] + H(+) + UDP;,RHEA:23956;RHEA-COMP:9863;RHEA-COMP:12788;RHEA:52424;RHEA-COMP:11060;RHEA-COMP:11689;,2.4.1.41;2.4.1.41;,2.4.1.41;,R-HSA-5083636;R-HSA-913709;,CBM13;GT27;,79695;
53,Q8IUC8,Homo sapiens,9606,GALNT13,HGNC:23242;,KIAA1918,Polypeptide N-acetylgalactosaminyltransferase 13,,Polypeptide GalNAc transferase 13;Protein-UDP acetylgalactosaminyltransferase 13;UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 13;,608369;,L-seryl-[protein] + UDP-N-acetyl-alpha-D-galactosamine = 3-O-[N-acetyl-alpha-D-galactosaminyl]-L-seryl-[protein] + H(+) + UDP;L-threonyl-[protein] + UDP-N-acetyl-alpha-D-galactosamine = 3-O-[N-acetyl-alpha-D-galactosaminyl]-L-threonyl-[protein] + H(+) + UDP;L-threonyl-[protein] + UDP-N-acetyl-alpha-D-galactosamine = 3-O-[N-acetyl-alpha-D-galactosaminyl]-L-threonyl-[protein] + H(+) + UDP;,RHEA:23956;RHEA-COMP:9863;RHEA-COMP:12788;RHEA:52424;RHEA-COMP:11060;RHEA-COMP:11689;RHEA:52424;RHEA-COMP:11060;RHEA-COMP:11689;,2.4.1.41;2.4.1.41;2.4.1.41;,2.4.1.41;,R-HSA-913709;,CBM13;GT27;,114805;
54,Q96FL9,Homo sapiens,9606,GALNT14,HGNC:22946;,,Polypeptide N-acetylgalactosaminyltransferase 14,,Polypeptide GalNAc transferase 14;Protein-UDP acetylgalactosaminyltransferase 14;UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 14;,608225;,L-seryl-[protein] + UDP-N-acetyl-alpha-D-galactosamine = 3-O-[N-acetyl-alpha-D-galactosaminyl]-L-seryl-[protein] + H(+) + UDP;L-threonyl-[protein] + UDP-N-acetyl-alpha-D-galactosamine = 3-O-[N-acetyl-alpha-D-galactosaminyl]-L-threonyl-[protein] + H(+) + UDP;,RHEA:23956;RHEA-COMP:9863;RHEA-COMP:12788;RHEA:52424;RHEA-COMP:11060;RHEA-COMP:11689;,2.4.1.41;2.4.1.41;,2.4.1.41;,R-HSA-913709;,CBM13;GT27;,79623;
