GeneSymbol,CAZy,ECNo,EnzClass,Uniprot,DNARef,KEGG,KEGGPath,ProteinRef,GeneID,GlyClass,ProteinName,Organism,Constraints,Status,Reactant,co_R,Product,co_P,Comments,OMIMNo,Compartment,AddMono,Remove,ReplaceMono,Substrate,Product_1,Vm,Km,KineticsUnits,ER,Cis,Medial,Trans,TGN,Tissues,Organs,Donor,ReactomeID,isOriginal,isDrawGlycan
B3GALT1,GT31,2.4.1.86,Glycosyltransferase,Q9Y5Z6,NM_020981.3,K07819,ko00601/ko01100,NP_066191.1,8708,O_linked/O_glycanNMu/GSL,"Beta-1,3-galactosyltransferase 1",Homo sapiens,!Gal(b1-4)GlcNAc(b1-?)&!@GlcNAc(b1-4)...Man(b1-4),done,GalNAc(b1-?),UDP-Gal,Gal(b1-3)GalNAc(b1-?),UDP,"* Forms type 1 LacNAc chains (Galβ1-3GlcNAc) primarily in cell types derived from the endoderm (lung, thyroid, pancreas etc.).
* Helps form Lewis<sup>a</sup> and Lewis<sup>b</sup> antigens, and also sialyl-Le<sup>a</sup> (CA19-9) and disialyl-Le<sup>a</sup> (FH7).
* Three enzymes may form the type I LacNAc chain (B3GalT-1, -2 and -5). The expression pattern of these three enzymes vary with B3Gal-T1 being restricted to brain as well as intestine and colon; B3Gal-T2 in heart, brain, and bone marrow; and B3Gal-T5 in the gastrointestinal tract.
* B3Gal-T1 showed activity toward simple βGlcNAc saccharides and lacto-series glycosphingolipids, but not N-glycans on ovalbumin and asialo-agalacto-fetuin.
* B3Gal-T2 shows activity with both simple βGlcNAc saccharides, βGlcNAc terminating lacto-series glycosphingolipids, and ovalbumin and asialoagalacto-fetuin N-glycoprotein acceptors.
* B3Gal-T5 produces type 1 chain linkage in glycolipids and core-3 O-glycans, but not N-linked glycoproteins. 
* Thus, multiple enzymes act on GSLs, but only B3GalT2 acts on N-glycans.",603093,Cis/Medial/Trans/TGN,Gal(b1-3),,,GlcNAc(b1-?),Gal(b1-3)GlcNAc(b1-?),0,0,pM,1,1,1,1,1,,,UDP,R-HSA-9037629,1,1
B3GALT2,GT31,2.4.1.86,Glycosyltransferase,O43825,NM_003783.3,K07820,ko00601/ko01100,NP_003774.1,8707,N_linked/O_linked/GSL,"Beta-1,3-galactosyltransferase 2",Homo sapiens,!Gal(b1-4)GlcNAc(b1-?)&!@GlcNAc(b1-4)...Man(b1-4),done,GalNAc(b1-?),UDP-Gal,Gal(b1-3)GalNAc(b1-?),UDP,"* Forms type 1 LacNAc chains (Galβ1-3GlcNAc) primarily in cell types derived from the endoderm (lung, thyroid, pancreas etc.).
* Helps form Lewis<sup>a</sup> and Lewis<sup>b</sup> antigens, and also sialyl-Le<sup>a</sup> (CA19-9) and disialyl-Le<sup>a</sup> (FH7).
* Three enzymes may form the type I LacNAc chain (B3GalT-1, -2 and -5). The expression pattern of these three enzymes vary with B3Gal-T1 being restricted to brain as well as intestine and colon; B3Gal-T2 in heart, brain, and bone marrow; and B3Gal-T5 in the gastrointestinal tract.
* B3Gal-T1 showed activity toward simple βGlcNAc saccharides and lactoseries glycosphingolipids, but not N-glycans on ovalbumin and asialo-agalacto-fetuin.
* B3Gal-T2 shows activity with both simple βGlcNAc saccharides, βGlcNAc terminating lactoseries glycosphingolipids, and ovalbumin and asialoagalacto-fetuin N-glycoprotein acceptors.
* B3Gal-T5 produces type 1 chain linkage in glycolipids and core-3 O-glycans, but not N-linked glycoproteins. 
* Thus, multiple enzymes act on GSLs, but only B3GalT2 is the primary enzyme modifying N-glycans.",603018,Cis/Medial/Trans/TGN,Gal(b1-3),,,GlcNAc(b1-?),Gal(b1-3)GlcNAc(b1-?),0,0,pM,1,1,1,1,1,,,UDP,R-HSA-9037629,1,1
B3GALT4,GT31,2.4.1.62,Glycosyltransferase,O96024,NM_003782.3,K00715,ko00604/ko01100,NP_003773.1,8705,GSL,"Beta-1,3-galactosyltransferase 4",Homo sapiens,nNeuAc(a2-?)<=3,,GalNAc(b1-4)Gal(b1-4)Glc(b1-4)-Cer,UDP-Gal,Gal(b1-3)GalNAc(b1-4)Gal(b1-4)Glc(b1-4)-Cer,UDP,"* Catalyzes the transfer of galactose from UDP-galactose to ganglioside GM2 to form GM1. Also forms GD1b and GA1 (asialo-GM1) from GD2, and asialo-GM2, respectively.
* B3GALT4 is expressed at high levels in the nervous tissues, while it was widely expressed in various organs and cells.
* This enzyme can also catalyze the side arm of GPI-anchored proteins.",603095,Cis/Medial/Trans/TGN,Gal(b1-3),,,...GalNAc(b1-4)Gal(b1-4)Glc(b1-?)Cer or GalNAc(b1-4)...Man(a1-4),...[Gal(b1-3)]GalNAc(b1-4)Gal(b1-4)Glc(b1-?)Cer or Gal(b1-3)GalNAc(b1-4)...Man(a1-4),0,0,pM,1,1,1,1,1,,,UDP,R-HSA-9037629,1,1
B3GALT5,GT31,2.4.1.-,Glycosyltransferase,Q9Y2C3,NM_001278650.1,K03877,ko00601/ko00603/ko01100,NP_001265579.1,10317,O_linked/GSL,"Beta-1,3-galactosyltransferase 5",Homo sapiens,!Gal(b1-4)@GlcNAc(b1-?)&!GalNAc(b1-4)@GlcNAc(b1-?),done,GalNAc(b1-3)GalNAc(a1-?);GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc(b1-?)-Cer;GlcNAc(b1-3)Gal(b1-4)Glc(b1-?)-Cer,UDP-Gal;UDP-Gal;UDP-Gal,Gal(b1-3)GalNAc(b1-3)GalNAc(a1-?);Gal(b1-3)GalNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc(b1-?)-Cer;Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc(b1-?)-Cer,UDP;UDP;UDP,"* Produces type 1 chain linkage in glycolipids and core-3 O-glycans, but not N-linked glycoproteins. 
* May be an important enzyme forming CA19-9 in colon cancer. Beyond serving as a biomarker, CA19-9 also promotes pancreatitis and pancreatic cancer (in mice).
* B3GalT5 efficiently transfers Gal to the GlcNAc of the glycolipid Lc3Cer and to the terminal GalNAc residue of the globoside Gb4.
* It may thus contribute to the formation of CA 19-9, SSEA-3 and elongated core-3 O-glycans.
* Expression is restricted to the colorectum, small intestine, stomach, and pancreas.",604066,Cis/Medial/Trans/TGN,Gal(b1-3),,,GlcNAc(b1-?) or GalNAc(b1-?),Gal(b1-3)GlcNAc(b1-?) or Gal(b1-3)GalNAc(b1-?),0,0,pM,1,1,1,1,1,,,UDP,R-HSA-9037629,1,1
B3GALT6,GT31,2.4.1.134,Glycosyltransferase,Q96L58,NM_080605.3,K00734,ko00532/ko00534/ko01100,NP_542172.2,126792,GAG,"Beta-1,3-galactosyltransferase 6",Homo sapiens,,done,GalNAc(b1-4)Xyl(b1-?)-Ser,UDP-Gal,Gal(b1-3)GalNAc(b1-4)Xyl(b1-?)-Ser,UDP,"* Encodes for the UDP-Gal:βGalβ1-4Xyl β1,3-galactosyltransferase. This is the third step of the GAG biosynthesis after Xyl1/2 and B4GalT7.",615291,Cis/Medial/Trans/TGN,Gal(b1-3),,,Gal(b1-4)Xyl(b1-?)Ser,Gal(b1-3)Gal(b1-4)Xyl(b1-?)Ser,0,0,pM,0,1,1,1,1,,,UDP,R-HSA-1971475,1,1
B3GAT1,GT43,2.4.1.135,Glycosyltransferase,Q9P2W7,NM_018644.3,K00735,ko00515/ko01100,NP_061114.2,27087,N_linked/O_linked/GSL,Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 1,Homo sapiens,!GlcA(b1-3)Gal(b1-4)GlcNAc(b1-?),done,Gal(b1-4)GlcNAc(b1-?),UDP-GlcA,GlcA(b1-3)Gal(b1-4)GlcNAc(b1-?),UDP,"* Involved in the biosynthesis of the HNK-1 epitope.
*Can also play a role in glycosaminoglycan biosynthesis.",151290,ER/Cis/Medial/Trans/TGN,GlcA(b1-3),,,Gal(b1-4)GlcNAc(b1-?),GlcA(b1-3)Gal(b1-4)GlcNAc(b1-?),0,0,pM,1,1,1,1,1,,,UDP,R-HSA-1971475,1,1
B3GAT2,GT43,2.4.1.135,Glycosyltransferase,Q9NPZ5,NM_080742.2,K10157,ko00515/ko01100,NP_542780.1,135152,N_linked/O_linked/GSL,Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 2,Homo sapiens,!GlcA(b1-3)Gal(b1-4)GlcNAc(b1-?),done,Gal(b1-4)GlcNAc(b1-?),UDP-GlcA,GlcA(b1-3)Gal(b1-4)GlcNAc(b1-?),UDP,Involved in the biosynthesis of the HNK-1 epitope.,607497,Cis/Medial/Trans/TGN,GlcA(b1-3),,,Gal(b1-4)GlcNAc(b1-?),GlcA(b1-3)Gal(b1-4)GlcNAc(b1-?),0,0,pM,1,1,1,1,1,,,UDP,R-HSA-1971475,1,1
B3GAT3,GT43,2.4.1.135,Glycosyltransferase,O94766,NM_001288723.1,K10158,ko00532/ko00534/ko01100,NP_001275652.1,26229,GAG,Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3,Homo sapiens,,done,Gal(b1-3)Gal(b1-4)Xyl(b1-?)-Ser,UDP-GlcA,GlcA(b1-3)Gal(b1-3)Gal(b1-4)Xyl(b1-?)-Ser,UDP,"* GlcA-transferase activity that catalyzes formation of core tetrasaccharide unit that is part of O-Xyl connection to protein core.
* Critical for HS and CS biosynthesis.
* May play minor role in the biosynthesis of HNK-1 carbohydrate epitope.",606374,Cis/Medial/Trans/TGN,GlcA(b1-3),,,Gal(b1-3)Gal(b1-4)Xyl(b1-?)Ser,GlcA(b1-3)Gal(b1-3)Gal(b1-4)Xyl(b1-?)Ser,0,0,pM,1,1,1,1,1,,,UDP,R-HSA-1971475,1,1
B3GLCT,GT31,2.4.1.-,Glycosyltransferase,Q6Y288,NM_194318.3,K13675,ko00514,NP_919299.3,145173,O_glycanNMu,"Beta-1,3-glucosyltransferase",Homo sapiens,,done,Fuc(a1-?)-Ser/Thr [TSR],UDP-Glc,Glc(b1-3)Fuc(a1-?)-Ser/Thr [TSR],UDP,"* During O-Fuc modification of TSR1 (thrombospondin type 1) repeat, the first step involves the transfer of fuc by Pofut2 to Ser/Thr in this domain. The absence of Pofut2 in mice results in early embryonic lethality with defects in gastrulation.
* The next step involves the transfers glucose to O-Fuc by a gene encoding the β3-glucosyltransferase, B3GLCT or B3GALTL. Mutations in B3GLCT in humans results in a multifaceted severe developmental disorder known as Peters-plus syndrome. 
* Besides O-fuc, and C-mannosylation also occur on TSR1/thrombospondin-1 domains.",610308,Cis/Medial/Trans/TGN,Glc(b1-3),,,Fuc(a1-?)Ser|Thr,Glc(b1-3)Fuc(a1-?)Ser|Thr,0,0,pM,1,1,1,1,1,,,UDP,R-HSA-5083635,1,1
B3GNT2,GT31,2.4.1.149,Glycosyltransferase,Q9NY97,NM_001319075.1,K00741,ko00533/ko00601/ko01100,NP_001306004.1,10678,N_linked/O_linked/GSL/GAG,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 2",Homo sapiens,,done,Gal(b1-3)GlcNAc(b1-?),UDP-GlcNAc,GlcNAc(b1-3)Gal(b1-3)GlcNAc(b1-?),UDP,"* This is the principal enzyme forming polylactosamine [Gal(β1-4)GlcNAc(β1-3)]n structures or ""i-antigen"" on N- and O-glycans (e.g. core-2 glycans), and glycolipids. It also contributes to chain extension in keratan sulfates.
* Long polylactosamine chains on N-glycans was greatly reduced in the tissues of B3gnt2-/- mice.
* It is structurally similar to β1,3-galactosyltransferases.
* Polylactosamine structures are recognized by LEL/tomato lectin and PWM (pokeweed lectin).
* B3GnT2 and B3GnT8 may form a heterocomplex to facilitate polyLacNAc extension.
* Broad, ubiquitous tissue distribution.
* Lack of the enzyme activity in human results in autoimmune diseases.",605581,Cis/Medial/Trans/TGN,GlcNAc(b1-3),,,Gal(b1-4)GlcNAc(b1-?),GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-?),0.0000037,700000000,pM,1,1,1,1,1,,,UDP,R-HSA-2022854,1,1
B3GNT3,GT31,2.4.1.149,Glycosyltransferase,Q9Y2A9,NM_014256.3,K07970,ko00601/ko01100,NP_055071.2,10331,O_linked/GSL,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 3",Homo sapiens,,done,Gal(b1-3)GalNAc(a1-?)-Ser/Thr,UDP-GlcNAc,GlcNAc(b1-3)Gal(b1-3)GalNAc(a1-?)-Ser/Thr,UDP,"* This is the core 1 extension β1,3GnT enzyme. A Golgi localized Type-2 GlycoT.
* Core-1 extension is possible even after core-2 branching.
* The enzyme exhibits no activity for Type 2 and Type 1 LacNAc chains, thus it is O-glycan specific.
* 6-sulfo extended core-1 structure formed by this enzyme along with the sufotransferase GlcNAc6ST-2/CHST4. This extended epitope is called the 'MECA-79 epitope' which is commonly expressed on HEV and secondary lymphoid organs.
* MECA-79 binds lymphocyte L-selectin, and is thus critical for lymphocyte homing.
* Additionally, the enzyme can support the formation of 6'sulfo sLeX type glycans on the core-1 chain.
* Other organs expressing this enzyme include the mucin producing tissue: small and large intestines, stomach, esophagus, trachea and bladder.",605863,Cis/Medial/Trans/TGN,GlcNAc(b1-3),,,Gal(b1-3)...GalNAc(a1-?)Ser|Thr or Gal(b1-?)GlcNAc(b1-?),GlcNAc(b1-3)Gal(b1-3)...GalNAc(a1-?)Ser|Thr or GlcNAc(b1-3)Gal(b1-?)GlcNAc(b1-?),0.0000037,700000000,pM,1,1,1,1,1,,,UDP,R-HSA-2022854,1,1
B3GNT4,GT31,2.4.1.149,Glycosyltransferase,Q9C0J1,NM_001330492.1,K07971,ko00601/ko01100,NP_001317421.1,79369,N_linked/O_linked/GSL,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 4",Homo sapiens,,done,Gal(b1-3)GlcNAc(b1-?),UDP-GlcNAc,GlcNAc(b1-3)Gal(b1-3)GlcNAc(b1-?),UDP,"* Weak/no activity for formation of polylactosamine structures based on substrates, though its precise specificity is ill defined.
* Higher expression in brain, kidney and colon.",605864,Cis/Medial/Trans/TGN,GlcNAc(b1-3),,,Gal(b1-?),GlcNAc(b1-3)Gal(b1-?),0.0000037,700000000,pM,1,1,1,1,1,,,UDP,R-HSA-2022854,1,1
B3GNT5,GT31,2.4.1.206,Glycosyltransferase,Q9BYG0,NM_032047.4,K03766,ko00601/ko01100,NP_114436.1,84002,GSL,"Lactosylceramide 1,3-N-acetyl-beta-D-glucosaminyltransferase",Homo sapiens,,done,Gal(b1-4)Glc(a1-?)-Cer,UDP-GlcNAc,GlcNAc(b1-3)Gal(b1-4)Glc(a1-?)-Cer,UDP,"* B3GnT5 is a lactotriaosylceramide (Lc3Cer) synthase and is considered to be important for synthesizing lacto-/neolactoseries glycolipids.
* B3GnT5 prefers shorter LacNAc substrates (2LN and 3LN), but no longer ones.
* Disruption of the B3gnt5 gene in mice leads to pre-implantation lethality. Defects in B-cell function and lipid raft formation are also reported.",615333,Cis/Medial/Trans/TGN,GlcNAc(b1-3),,,Gal(b1-4)Glc(b1-?)Cer or Gal(b1-4),GlcNAc(b1-3)Gal(b1-4)Glc(b1-?)Cer or GlcNAc(b1-3)Gal(b1-4),0.0000037,700000000,pM,1,1,1,1,1,,,UDP,R-HSA-913709,1,1
B3GNT6,GT31,2.4.1.147,Glycosyltransferase,Q6ZMB0,NM_138706.4,K00739,ko00512/ko01100,NP_619651.3,192134,O_linked,"Acetylgalactosaminyl-O-glycosyl-glycoprotein beta-1,3-N-acetylglucosaminyltransferase",Homo sapiens,,done,GalNAc(a1-?)-Ser/Thr,UDP-GlcNAc,GlcNAc(b1-3)GalNAc(a1-?)-Ser/Thr,UDP,"* This is the core 3 Synthase, C3GNT, that produces GlcNAc(β1-3)GalNAc(a)-Ser/Thr type O-glycans.
* This can be further extended to form polyLacNAc (Gal(β1-4)GlcNAc) on extended Core-3, and also Core-4 structures.
* The enzyme is normally expressed in colon, small intestine and stomach; and it a major modification on normal cells. 
* The expression of B3GNT6 gene is downregulated in gastric and colorectal carcinomas, where the O-glycans transition from core-3 to core-1 and core 2 type structures.
* B3gnt6-/- mice are susceptible to experimental triggers of colitis and colorectal adenocarcinoma, suggesting a biological role for the enzyme in the gut.",615315,Cis/Medial/Trans/TGN,GlcNAc(b1-3),,,GalNAc(a1-?)Ser|Thr,GlcNAc(b1-3)GalNAc(a1-?)Ser|Thr,0.0000037,700000000,pM,1,1,1,1,1,,,UDP,R-HSA-913709,1,1
B3GNT7,GT31,2.4.1.-,Glycosyltransferase,Q8NFL0,NM_145236.2,K09664,ko00533,NP_660279.1,93010,N_linked/O_linked/GAG,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7",Homo sapiens,,done,Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc6S(b1-?);Gal(b1-4)GlcNAc6S(b1-3)Gal(b1-4)GlcNAc6S(b1-?);Gal(b1-4)GlcNAc6S(b1-3)Gal6S(b1-4)GlcNAc6S(b1-?),UDP-GlcNAc;UDP-GlcNAc;UDP-GlcNAc,GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc6S(b1-?);GlcNAc(b1-3)Gal(b1-4)GlcNAc6S(b1-3)Gal(b1-4)GlcNAc6S(b1-?);GlcNAc(b1-3)Gal(b1-4)GlcNAc6S(b1-3)Gal6S(b1-4)GlcNAc6S(b1-?),UDP;UDP;UDP,"* This is a Type II Golgi enzyme that aids the biosynthesis of Keratin sulfates (KS).
* KS is a major component of articular cartilage and cornea, while various KS proteins are also found in other tissues and cells.
* B3GNT7 preferentially acts to on sulfated type 2 glycans (Galβ1-4(SO3-6)GlcNAcβ1-3Galβ1-4(SO3-6)GlcNAc).
* It works in concert with CHST6 and B4GalT4 to extend KS polyLacNAc chains, and its function is reduced upon Gal-sulfation by CHST1.
* B3GNT7 is upregulated during ovarian cancer. It results in the expression of the HMOCC-1 mAb epitope.",615313,Cis/Medial/Trans/TGN,GlcNAc(b1-3),,,Gal(b1-4)...GlcNAc(b1-?),GlcNAc(b1-3)Gal(b1-4)...GlcNAc(b1-?),0.0000037,700000000,pM,1,1,1,1,1,,,UDP,R-HSA-2022854,1,1
B3GNT8,GT31,2.4.1.-,Glycosyltransferase,Q7Z7M8,NM_198540.2,K09665,No Record,NP_940942.1,374907,N_linked,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 8",Homo sapiens,,done,Gal(b1-3)GlcNAc(b1-?),UDP-GlcNAc,GlcNAc(b1-3)Gal(b1-3)GlcNAc(b1-?),UDP,"* Synthesizes polylacosamine of N-glycan, particulalry along the GlcNAc(β1-6) N-glycan branch.
* B3GnT2 and B3GnT8 may form a heterocomplex to facilitate polyLacNAc extension.
* B3GNT8 is highly expressed in lung, throat, and ileum. It is further augmented during colon cancer.
* Highly metastatic cell lines may synthesize more N-glycans containing polylactosamines than poorly metastatic cell lines.",615357,Cis/Medial/Trans/TGN,GlcNAc(b1-3),,,Gal(b1-4)GlcNAc(b1-?),GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-?),0.0000037,700000000,pM,1,1,1,1,1,,,UDP,R-HSA-913709,1,1
B4GALNT1,GT12,2.4.1.92,Glycosyltransferase,Q00973,NM_001276468.1,K00725,ko00604/ko01100,NP_001263397.1,2583,GSL,"Beta-1,4 N-acetylgalactosaminyltransferase 1",Homo sapiens,nNeuAc(a2-?)<=3,done,Gal(b1-4)Glc(b1-?)Cer,UDP-GalNAc,GalNAc(b1-4)Gal(b1-4)Glc(b1-?)Cer,UDP,"* This enzyme is often called GM2/GD2 synthase at it produces GM2, GD2 and also asialo GA2. These complex gangliosides were all deleted in the B4GALNT1 knockout mice.
* Levels of these genes and related structures (e.g. GD2) may be upregulated during malignancy.",601873,Cis/Medial/Trans/TGN,GalNAc(b1-4),,,...Gal(b1-4)Glc(b1-?)Cer,...[GalNAc(b1-4)]Gal(b1-4)Glc(b1-?)Cer,0.0000037,700000000,pM,1,1,1,1,1,,,UDP,R-HSA-1660662,1,1
B4GALNT2,GT12,2.4.1.-,Glycosyltransferase,Q8NHY0,NM_001159387.1,K09655,No Record,NP_001152859.1,124872,N_linked/O_linked/GSL,"Beta-1,4 N-acetylgalactosaminyltransferase 2",Homo sapiens,!Fuc(a1-2)@Gal(b1-?),done,NeuAc(a2-3)Gal(b1-?)GlcNAc(b1-?);NeuAc(a2-3)Gal(b1-?)GalNAc(a1-?),UDP-GalNAc;UDP-GalNAc,NeuAc(a2-3)[GalNAc(b1-4)]Gal(b1-?)GlcNAc(b1-?);NeuAc(a2-3)[GalNAc(b1-4)]Gal(b1-?)GalNAc(a1-?),UDP;UDP,"* Activity is similar to B4GalNT1, but substrate specificity is distinct as it forms the Sd<sub>a</sub> or Cad antigen.
* B4GalNT2 is suppressed during gastric cancer.",111730,Cis/Medial/Trans/TGN,GalNAc(b1-4),,,NeuAc(a2-3)Gal(b1-?)GlcNAc(b1-?) or NeuAc(a2-3)Gal(b1-?)GalNAc(a1-?),NeuAc(a2-3)[GalNAc(b1-4)]Gal(b1-?)GlcNAc(b1-?) or NeuAc(a2-3)[GalNAc(b1-4)]Gal(b1-?)GalNAc(a1-?),0.0000037,700000000,pM,1,1,1,1,1,,,UDP,R-HSA-446203,1,1
B4GALNT3,GT7,2.4.1.244,Glycosyltransferase,Q6L9W6,NM_173593.3,K09656,ko00513/ko01100,NP_775864.3,283358,N_linked/O_linked,"Beta-1,4-N-acetylgalactosaminyltransferase 3",Homo sapiens,,done,GlcNAc(b1-?),UDP-GalNAc,GalNAc(b1-4)GlcNAc(b1-?),UDP,"* The nonreducing terminal GalNAc(β1-4)GlcNAc (LacdiNAc or LDN) group is found as part of N- and O-linked glycans of both vertebrate and invertebrate glycoproteins (PMID: 25003135). This structure is synthesized by two enzymes B4GALNT3 and B4GALNT4.
* LacdiNAc structures are less abundant in mammals compared to Type-II lactosamine chains and they have been reported on a limited number of proteins including pituitary prolactin, lutropin (LH), follitropin (FSH), glycodelin and Tissue Factor Pathway Inhibitors (TFPI). They are also formed in epithelial cells of kidney and breast origin.
* Enzyme activity may be peptide core specific suggesting biological importance of such modifications. Due to this peptide specificity the distribution of this substructure may also be limited.
* The β1,4-linked GalNAc can be further modified with a variety of moieties: 4-linked SO4, α2,6-Neu5Ac, or at the subterminal by α1,3-fuc. This results in additional epitopes like 4SGalNAc(β1-4)GlcNAcβ, Siaα(2-6)GalNAc(β1-4)GlcNAcβ, GalNAc(β1-4)[Fuc(α1-3)]GlcNAcβ etc.
* β4GalNAc-T3 and β4GalNAc-T4 transcripts are widely expressed. β4GalNAc-T3 transcript is most abundant in the stomach, colon, and testis. β4GalNAc-T4 transcript is abundant in the ovary, brain, colon, uterus, fetal brain, kidney, and lung.
* Wisteria floribunda agglutinin binds β-linked GalNAc, and is used to monitor B4GalNT3,4 activity in tissue sections.
* β4GalNAc-T3 is upregulated in 75 % of primary colon cancers, correlating with a more malignant phenotype. Enzyme activity related to LacdiNAc is also dysregulated during other cancers: ovarian, pancreatic, prostate and breast.",612220,Cis/Medial/Trans/TGN,GalNAc(b1-4),,,GlcNAc(b1-?),GalNAc(b1-4)GlcNAc(b1-?),0.0000037,700000000,pM,1,1,1,1,1,,,UDP,,1,1
B4GALNT4,GT7,2.4.1.244,Glycosyltransferase,Q76KP1,NM_178537.4,K09657,ko00513/ko01100,NP_848632.2,338707,N_linked/O_linked,N-acetyl-beta-glucosaminyl-glycoprotein 4-beta-N-acetylgalactosaminyltransferase 1,Homo sapiens,,done,GlcNAc(b1-?),UDP-GalNAc,GalNAc(b1-4)GlcNAc(b1-?),UDP,"* The nonreducing terminal GalNAc(β1-4)GlcNAc (LacdiNAc or LDN) group is found as part of N- and O-linked glycans of both vertebrate and invertebrate glycoproteins (PMID: 25003135). This structure is synthesized by two enzymes B4GALNT3 and B4GALNT4.
* LacdiNAc structures are less abundant in mammals compared to Type-II lactosamine chains and they have been reported on a limited number of proteins including pituitary prolactin, lutropin (LH), follitropin (FSH), glycodelin and Tissue Factor Pathway Inhibitors (TFPI). They are also formed in epithelial cells of kidney and breast origin.
* Enzyme activity may be peptide core specific suggesting biological importance of such modifications. Due to this peptide specificity the distribution of this substructure may also be limited.
* The β1,4-linked GalNAc can be further modified with a variety of moieties: 4-linked SO4, α2,6-Neu5Ac, or at the subterminal by α1,3-fuc. This results in additional epitopes like 4SGalNAc(β1-4)GlcNAcβ, Siaα(2-6)GalNAc(β1-4)GlcNAcβ, GalNAc(β1-4)[Fuc(α1-3)]GlcNAcβ etc.
* β4GalNAc-T3 and β4GalNAc-T4 transcripts are widely expressed. β4GalNAc-T3 transcript is most abundant in the stomach, colon, and testis. β4GalNAc-T4 transcript is abundant in the ovary, brain, colon, uterus, fetal brain, kidney, and lung.
* Wisteria floribunda agglutinin binds β-linked GalNAc, and is used to monitor B4GalNT3,4 activity in tissue sections.
* β4GalNAc-T3 is upregulated in 75 % of primary colon cancers, correlating with a more malignant phenotype. Enzyme activity related to LacdiNAc is also dysregulated during other cancers: ovarian, pancreatic, prostate and breast.",0,,GalNAc(b1-4),,,GlcNAc(b1-?),GalNAc(b1-4)GlcNAc(b1-?),0.0000037,700000000,pM,1,1,1,1,1,,,UDP,,1,1
B4GALT1,GT7,2.4.1.38,Glycosyltransferase,P15291,NM_001497.3,K07966,ko00052/ko00510/ko00513/ko00514/ko00515/ko00533/ko00601/ko01100,NP_001488.2,2683,N_linked/O_linked/O_glycanNMu/GSL,"Beta-1,4-galactosyltransferase 1",Homo sapiens,!Gal(b1-3)GlcNAc(b1-?)&!@GlcNAc(b1-4)...Man(b1-4),done,GlcNAc(b1-?);Glc(b1-?),UDP-Gal;UDP-Gal,Gal(b1-4)GlcNAc(b1-?);Gal(b1-4)Glc(b1-?),UDP;UDP,"* Creates LacNAc (Galβ1-4GlcNAc) the most prevelant carbohydrate epitope in mammals and also Galβ1-4Glc (lactose) in milk. 
* Galβ1-4GlcNAc linkage (type 2) is widely distributed on glycolipids and glycoproteins derived from the ectoderm and mesoderm.
* B4GalT1 activity on Glc is low, but it interacts with α-lactalbumin, lowering the K<SUB>M</SUB> for glucose activity by 1,000-fold. α-lactalbumin levels are high at the start and end of pregnancy.
* LacNAc structures are more prevalant in vertebrates but LacdiNAc is common in invertebrates. Additionally a single base mutation Ile/Leu to Tyr in B4GalNAc-T converts it to B4GalT1. Thus, it maybe that this enzyme evolved from an invertebrate B4GalNAcT.
* B4GalT1-deficient mice exhibit moderately decreased galactosylation and an increased expression of more branched N-glycans. This gene knockout in animals, shifts the lactosamine backbone from type 2 chains (Galβ1-4GlcNAc) to type 1 chains (Galβ1-3GlcNAc). Galactosylation of the N-glycans in the serum IgA from the B4GalT1-deficient mice was completely absent, and they spontaneously developed human immunoglobulin A nephropathy.",137060,Cis/Medial/Trans/TGN,Gal(b1-4),,,GlcNAc(b1-?) or Glc(b1-?),Gal(b1-4)GlcNAc(b1-?) or Gal(b1-4)Glc(b1-?),0.000575,150000000,pM,1,1,1,1,1,,,UDP,R-HSA-1912420,1,1
